<<<<<<< HEAD
87be6429-8bd5-4d0f-b406-f3c11f8501a0;as;AUD;150
9b308aa9-ba9b-4387-8c7c-550deadbe081;al;PLN;250
09f98158-c683-4ad9-8678-5ac2d956b61e;albert;250;250
09f98158-c683-4ad9-8678-5ac2d956b61e;albert;USD;250
=======
8dcb0f46-8ded-491c-b324-96c1b6a6d0df;abc;USD;0
8dcb0f46-8ded-491c-b324-96c1b6a6d0df;abc;NOK;5
8dcb0f46-8ded-491c-b324-96c1b6a6d0df;abc;PLN;1190.8630425790139064475347661
8dcb0f46-8ded-491c-b324-96c1b6a6d0df;abc;SEK;0
8dcb0f46-8ded-491c-b324-96c1b6a6d0df;abc;EUR;109.98735777496839443742098609
>>>>>>> 463e5fb3c2729b7d7209a52ace77cfed3b7dcbba
